timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-04T14:27:53,Q1_phi3:mini_GSM8K,f2aa4e94-1e25-439d-a24b-573efe5ee443,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.854791800000385,0.0001282967425266,8.09198532185374e-06,12.81683618048,56.31154509928791,20.0,5.465827513288955e-05,0.000247985198388,8.52904838888915e-05,0.0003879339574097,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,45.21428571428572,32.107142857142854,10.181574957711357,N,1.0,0.0
2026-05-04T14:28:20,Q1_qwen2.5:7b_GSM8K,875d32ed-95aa-40c5-93b3-d886782f0b33,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.369056999999884,9.53798513478583e-05,8.389425028642153e-06,12.82485130112,60.029586504907456,20.0,3.867939242834597e-05,0.000189404595968,6.0318370555564295e-05,0.0002884023589519,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,69.66666666666667,32.611111111111114,10.34259033203125,N,1.0,0.0
2026-05-04T14:28:42,Q1_mistral:latest _GSM8K,d48420a6-7554-45aa-a42a-742c31cd2342,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.445341399999961,5.589110360403274e-05,7.506855710341641e-06,12.8419423616,51.09938731336841,20.0,2.476550962435471e-05,0.000105665084532,3.856868499999312e-05,0.0001689992791563,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,71.0,32.54,10.323868560791016,N,1.0,0.0
2026-05-04T14:29:02,Q2_phi3:mini_HellaSwag,85de8be4-1fd8-49fc-8169-24581c1d6d90,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.88196059999791,3.233711942547767e-05,6.6237977064975725e-06,12.847666592,42.63817256248959,20.0,1.5632360139699762e-05,5.781254625000787e-05,2.433362222221452e-05,9.777852861192216e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,66.33333333333333,32.266666666666666,10.233660380045572,N,1.0,0.0
2026-05-04T14:29:29,Q2_qwen2.5:7b_HellaSwag,228c4723-e85c-42f0-a0c3-041404c76577,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.470049299998209,9.553980224521806e-05,8.329502319160301e-06,12.87258897152,59.2435681633316,20.0,3.921689868363748e-05,0.0001887390398799,6.093006777777596e-05,0.0002888860063414,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,69.77777777777777,33.111111111111114,10.49698215060764,N,1.0,0.0
2026-05-04T14:29:55,Q2_mistral:latest _HellaSwag,22e11c5e-4340-41d7-8664-94887870adf6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.498478699999396,0.0001068616379302,9.293545756647674e-06,12.824567471360002,69.77863917003657,20.0,3.917343147712869e-05,0.000222856844952,6.108983777778323e-05,0.0003231201142069,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,82.0,32.32222222222222,10.24787139892578,N,1.0,0.0
2026-05-04T14:30:15,Q3_phi3:mini_MMLU,4567cee9-6ede-4c03-9ab4-44dd5d5f3d22,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.320027400000981,2.6642071158805543e-05,6.167106986126869e-06,12.8454446336,38.10735916344984,20.0,1.3624614336923043e-05,4.5721425465994336e-05,2.121223388888514e-05,8.055827369180252e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,3.0,32.05,10.163618087768556,N,1.0,0.0
2026-05-04T14:30:38,Q3_qwen2.5:7b_MMLU,4353583a-bb42-4557-820b-c4920c3b5998,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.571970900000451,5.300860464317168e-05,7.000635018706758e-06,12.842755755885715,45.54540493405422,20.0,2.5221576948901755e-05,9.578535440600557e-05,3.927646611112626e-05,0.000160283397466,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,44.0,32.550000000000004,10.312667846679688,N,1.0,0.0
2026-05-04T14:30:57,Q3_mistral:latest _MMLU,44efe797-d729-46d4-a849-1c81439548ea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.250140100000863,2.5139602831947485e-05,5.915005679916853e-06,12.863906662400002,35.40670301970517,20.0,1.3395367174233309e-05,4.179420010200219e-05,2.082565666666293e-05,7.601522394289843e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,26.0,32.0,10.156410217285156,N,1.0,0.0
2026-05-04T14:31:07,Q4_phi3:mini_GSM8K,16d3ae56-b453-427e-abdd-e63b8adeddf6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.735992899997655,3.1292262028680225e-05,6.607328745931127e-06,12.844986320000004,42.57603064441859,20.0,1.5104400503017442e-05,5.599754479800045e-05,2.3517222777768945e-05,9.461916807878683e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,39.333333333333336,31.9,10.110074361165363,N,1.0,0.0
